Col_0,Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Col_19,Col_20,Col_21,Col_22,Col_23,Col_24,Col_25,Col_26,Col_27,Col_28,Col_29,Col_30
4.237172172097738e-05,0.0017196270456944541,0.0025419494637323133,-5.132003396632865e-05,6.173387418280018e-07,3.743656196388604e-05,-0.0008232302703174542,-5.939179909712619e-05,-5.206961464736873e-07,-2.2776803062602775e-05,-5.607687098554962e-05,0.00029613272811986004,-0.0008102849305612763,2.3788793430439412e-05,6.980580488430359e-05,-0.0010270512811627844,-6.215083750822397e-06,1.9764306343455475e-05,-0.00014368423613072526,0.00016020701606440175,-1.096509137860267e-05,-4.4625653192346776e-05,1.5128501147481252e-05,2.1911910139955894e-05,0.004029442142232649,-0.00034938820178357033,-0.0027738527976510583,3.900031740026937e-05,3.434972945340548e-05,3.654291968666939e-05,0.00010007436514126955
0.0017196270456944541,348.10901547874033,-42.21637499293626,-0.017235010837480014,0.015909782264524785,0.09133360885137401,-1.2480447624222761,0.19721475752517825,-0.0023470220838045295,-0.009839766224252169,0.04175150513948388,-0.07574554199325839,-1.3401134881959083,0.01606702667227555,-0.8344888515606862,-1.6115163281381284,-0.013493770332546872,0.054509030847752445,0.3613266304452342,0.1539624644301216,-0.06189360504215789,0.010201507649545315,0.5674300359405229,-0.574895226852002,0.10539494364202938,0.026557221917048447,-1.1986078759681587,0.0032733733952231966,0.025275384736001,0.1525489712183818,0.32793215233306433
0.0025419494637323133,-42.21637499293626,572.4636890896703,0.013849192861127312,-0.10098517489539159,-0.03821886842533673,2.5632906196215726,0.06167186017223686,-0.00903166047781314,0.020183803343260896,-0.07772251421579744,0.22616126136103304,2.166700427191702,-0.010241717659113253,0.44158027537503897,2.8290644818068404,-0.007064661372136975,-0.09193423368197168,-0.2767319993705927,-0.22092907335274722,0.09083833460814034,-0.04698611039749689,-0.8353347096502609,0.9551253720024843,0.1496096062360914,0.0054984958860602555,2.3577394826429883,0.013121901599861893,-0.011056310089253781,-0.2129022342680098,1.26863011223793
-5.132003396632865e-05,-0.017235010837480014,0.013849192861127312,0.002744695113810887,-0.0001026956082618562,0.0002812518234104346,0.005868315048524146,-0.0005153292811520191,3.6727749246716636e-06,3.117745415773808e-05,7.790860251508948e-06,-0.0002557617679143295,0.005559643903948433,-2.8407025629838625e-05,-0.0013310770560730227,0.0065377418725345166,-4.9780416323005124e-05,-0.00019336244372427587,-0.0002162395131615936,-0.0005050746947416639,-2.350354843223289e-05,-6.396235597058699e-05,-0.0001411108117986838,0.00019286081895285507,-0.00502128707287442,0.0015379768344327832,0.003701076155827961,1.5972904681542342e-07,-7.207799896579145e-06,7.792602271281794e-05,0.0015513314507823817
6.173387418280018e-07,0.015909782264524785,-0.10098517489539159,-0.0001026956082618562,0.04071100595674259,0.0008769790416645601,0.0020400045939088663,-0.00016467450116832018,2.9586312962997373e-05,-7.057267069265766e-05,0.0014878063762782418,-0.0033503634994875337,0.004659992853509267,-0.0003760991956956913,0.001457482118137168,0.0032697214100011244,0.00030892253937951056,0.0010794281820491834,-7.434662088163907e-05,0.013031618690849634,-5.6759164851257214e-05,0.005425348402040959,0.000796453119631558,-0.0009038711368514371,0.0004749059332845592,-0.000578526704782033,-0.009160584790040208,-0.0002636993033362598,-7.986500306429167e-06,0.0005813773239452647,-0.008076248584175794
3.743656196388604e-05,0.09133360885137401,-0.03821886842533673,0.0002812518234104346,0.0008769790416645601,0.04637012988285075,0.013561164893174778,0.0001820544032830051,-6.32407662109741e-05,3.971773776105227e-06,0.0013088554583563959,-0.0010315826196679112,0.01398721634901713,0.0003619154400080599,0.0005125391659687017,0.01565866476164344,-0.000247531743511648,0.001085096641523744,-0.0008841643764481377,0.010683699552300177,-0.0002806718505393354,0.0016761803136910673,0.0008370021231964002,-0.0007534829379666249,0.003736546429994223,0.0010327519683829434,2.0436575264507595e-05,-9.104729016330893e-05,8.494800895345655e-05,0.0007519762172328863,-0.0038577529551111
-0.0008232302703174542,-1.2480447624222761,2.5632906196215726,0.005868315048524146,0.0020400045939088663,0.013561164893174778,1.0228627025976937,0.008191748752232664,0.0008896103732182772,0.0017054229514192564,0.014662741442990472,0.01942943632400088,0.9192093406858673,0.005512688678633361,-0.02247743647656539,1.094491462834055,-0.0023707637253095586,-0.011448949991641864,0.019046919448173546,0.06406781611973385,-0.0025432938873456287,0.02747825397672679,-0.023231575569422437,0.025599213456054735,-0.08144475305332449,0.027720435718301198,0.2081871926261212,0.004792670113941437,-0.00019551226075252345,0.007022423898606052,0.09175665455406433
-5.939179909712619e-05,0.19721475752517825,0.06167186017223686,-0.0005153292811520191,-0.00016467450116832018,0.0001820544032830051,0.008191748752232664,0.24904696879185345,-5.34582322657203e-05,-7.854428591059025e-05,-0.0007725896519000977,-0.004114576803660701,0.007600578610681049,-0.0009127644603131005,-0.016118108183017444,0.01143462345035433,-0.00035233177514234766,-0.00109222373820522,0.002910795186160136,-0.0022775884067212002,-8.156213922764294e-05,-0.00037046081405487806,7.988792716292573e-05,0.00022609548958711696,-0.005808377500943485,-0.0001474122497973618,-0.008802600151741176,-0.00017850710791754714,-0.00024351457202553316,0.00023338480687499144,0.0013480777300192584
-5.206961464736873e-07,-0.0023470220838045295,-0.00903166047781314,3.6727749246716636e-06,2.9586312962997373e-05,-6.32407662109741e-05,0.0008896103732182772,-5.34582322657203e-05,0.00011870982547276868,-5.068487162879592e-06,0.00015071030795748774,-0.00010432778060607775,0.0010531073167038393,5.302924986992607e-06,7.769562456943197e-05,0.0011384706720633589,8.676457595184528e-07,-4.884192607077688e-06,-2.7375145430377316e-05,3.387725348039107e-05,-2.1232346049567642e-05,0.00026142077093087513,6.649281496256076e-05,-8.432224655184326e-05,-2.0002308759611004e-05,5.9418057967704956e-05,-0.0006023234851594755,1.9322551693275815e-06,2.2549351353426522e-06,0.00013569436357656648,0.000907675453837846
-2.2776803062602775e-05,-0.009839766224252169,0.020183803343260896,3.117745415773808e-05,-7.057267069265766e-05,3.971773776105227e-06,0.0017054229514192564,-7.854428591059025e-05,-5.068487162879592e-06,0.00011286951210020773,7.223599495567003e-05,-7.372000954691745e-05,0.001471977099494265,1.3413728870828415e-05,0.00023214754007676764,0.0020984134889560913,3.0231530674111356e-05,-1.0641163334478565e-05,9.808328723658202e-05,-0.00033177087232488204,5.9349832133983604e-05,9.133889493730231e-05,-0.0002578035970539721,0.00017812848243951054,-0.0021899969086883286,0.00022219730443294214,0.013499250827634864,-6.535989704292437e-06,-3.497004287542451e-05,-0.00015097032849699724,-0.000185456777215404
